"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"documentaryFormType/FRAN_RI_001-d3nd8erzrz-y95y3lea0qci","d3nd8erzrz-y95y3lea0qci","DocumentaryFormType","rapport de stage",,,,"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp","rapport",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8etn9s-13h20k3akaolv","d3nd8etn9s-13h20k3akaolv","DocumentaryFormType","ratification","consentement",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8euh0o-37slydvw5j2q","d3nd8euh0o-37slydvw5j2q","DocumentaryFormType","reconnaissance",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-3reoyurow-aoli9m3cr5dz","d-3reoyurow-aoli9m3cr5dz","DocumentaryFormType","recours",,"Action par laquelle un plaideur conteste une décision administrative ou judiciaire en demandant un nouvel examen du litige [Dictionnaire de l'Académie française : http://dictionnaire-academie.fr/article/A9R098]. Le terme est à employer dans l'acception d'un dossier de demande effectivement déposé",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8evac2--7ly6xmca840y","d3nd8evac2--7ly6xmca840y","DocumentaryFormType","registre","registre du courrier",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ewxtv-emejh4l9df9g","d3nd8ewxtv-emejh4l9df9g","DocumentaryFormType","registre d'audience","plumitif d'audience",,,"documentaryFormType/FRAN_RI_001-d3nd8evac2--7ly6xmca840y","registre",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8eyl3w-w73dhs5yfzo5","d3nd8eyl3w-w73dhs5yfzo5","DocumentaryFormType","registre de catholicité",,,,"documentaryFormType/FRAN_RI_001-d3nd8exrkr-g90l7b20gkft","registre paroissial",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8exrkr-g90l7b20gkft","d3nd8exrkr-g90l7b20gkft","DocumentaryFormType","registre paroissial",,,,"documentaryFormType/FRAN_RI_001-d3nd8evac2--7ly6xmca840y","registre",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ezf2k-a865ob82ft2b","d3nd8ezf2k-a865ob82ft2b","DocumentaryFormType","registre protestant","registre d'état civil protestant",,,"documentaryFormType/FRAN_RI_001-d3nd8exrkr-g90l7b20gkft","registre paroissial",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8f08lp-1dqkzwj723t1t","d3nd8f08lp-1dqkzwj723t1t","DocumentaryFormType","règlement",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3m00w7vk5y--1xcrdyu96wxem","d3m00w7vk5y--1xcrdyu96wxem","DocumentaryFormType","relevé météorologique",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8f12cl-18qjy3uld3sts","d3nd8f12cl-18qjy3uld3sts","DocumentaryFormType","remboursement d'office",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8f1w3i-10u4aitg4g2jq","d3nd8f1w3i-10u4aitg4g2jq","DocumentaryFormType","renonciation","résignation | retrait | désaveu | abandon | délaissement | abstention | annulation | déguerpissement | désistement",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8f2pue--m9a3gl0xq4zp","d3nd8f2pue--m9a3gl0xq4zp","DocumentaryFormType","répertoire",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8f3jla--to36ja96m31q","d3nd8f3jla--to36ja96m31q","DocumentaryFormType","répertoire d'officier public ministériel",,,,"documentaryFormType/FRAN_RI_001-d3nd8f2pue--m9a3gl0xq4zp","répertoire",,,,,,,,
"documentaryFormType/FRAN_RI_001-d-a04blhkno-92bbw9jou9ed","d-a04blhkno-92bbw9jou9ed","DocumentaryFormType","répertoire de notaire",,"Liste, en général chronologique, se présentant sous forme de registre ou d’ensemble de feuillets, que le notaire a obligation de tenir, aujourd’hui jour par jour, en y faisant figurer date, nature de l’acte (titre qui en caractérise le contenu, par exemple : vente, procuration, inventaire…), espèce de l’acte (minute ou brevet), noms des parties et toutes autres mentions prescrites par la loi ou les règlements. Le temps ayant passé, et une fois versé avec les minutes dans un service public d’archives, il sert principalement à repérer un acte donné en l’absence outils de recherche plus commodes, mais le répertoire, comme la minute, comporte intrinsèquement une valeur probatoire, donnant date certaine à l’acte, permettant d’effectuer le récolement des minutes d’une étude notariale lors d’un changement de titulaire, permettant un contrôle de la fiscalité des actes. (source : Département du Minutier central des notaires de Paris)",,"documentaryFormType/FRAN_RI_001-d3nd8f3jla--to36ja96m31q","répertoire d'officier public ministériel",,"documentaryFormType/FRAN_RI_001-d-a30srcwqc-iqa4ovt0t2mp | documentaryFormType/FRAN_RI_001-d-a9cel0wzc--1ki1j5devjps | documentaryFormType/FRAN_RI_001-d3nd89nbho-16u3osxzn3rkw",,,,,,"02/05/2022 : ajouté le [02/05/2022]"
"documentaryFormType/FRAN_RI_001-d3nd8d86z8--nc6f6fn0zh7v","d3nd8d86z8--nc6f6fn0zh7v","DocumentaryFormType","rôle d'équipage",,,,"documentaryFormType/FRAN_RI_001-d3nd8d5qds--1ik00q3toqh7h","liste",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e04s1--vnadxljv3hvq","d3nd8e04s1--vnadxljv3hvq","DocumentaryFormType","sceau",,,,"documentaryFormType/FRAN_RI_001-d3nd8dyhxi--4gp1f9bymco5","objet",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8f611r--88esfn5duhyq","d3nd8f611r--88esfn5duhyq","DocumentaryFormType","schéma directeur",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8f7o41-9cqbc6rfh0vz","d3nd8f7o41-9cqbc6rfh0vz","DocumentaryFormType","statistique","recensement | tableau statistique","Terme employé également dans les référentiels Matières et Fonctions.",,,,,"documentaryFormType/FRAN_RI_001-d3nd8emhw6--rupez9gtu0e7",,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8f8hn6-1cv55keqf50vh","d3nd8f8hn6-1cv55keqf50vh","DocumentaryFormType","statuts",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8faaiz--12govod7cujwg","d3nd8faaiz--12govod7cujwg","DocumentaryFormType","statuts d'association",,,,"documentaryFormType/FRAN_RI_001-d3nd8f8hn6-1cv55keqf50vh","statuts",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3m00w7w5k2-1s3b7nsr7ls5d","d3m00w7w5k2-1s3b7nsr7ls5d","DocumentaryFormType","substitution",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8fb424--dh6yl2dg03ev","d3nd8fb424--dh6yl2dg03ev","DocumentaryFormType","sujet (examen et concours)",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8fbxdh--bci2l9pio3m9","d3nd8fbxdh--bci2l9pio3m9","DocumentaryFormType","tarif",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8fdknj-kr3ok726zwc5","d3nd8fdknj-kr3ok726zwc5","DocumentaryFormType","télégramme",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8feeef--5hushyhdhb","d3nd8feeef--5hushyhdhb","DocumentaryFormType","télégramme diplomatique",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ff7xk-z0gyte45gv23","d3nd8ff7xk-z0gyte45gv23","DocumentaryFormType","terrier","censier",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-8da7t9knp--ju2vtil7dkls","d-8da7t9knp--ju2vtil7dkls","DocumentaryFormType","testament","codicille",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-8dbwnykoj-rmop86jrp76a","d-8dbwnykoj-rmop86jrp76a","DocumentaryFormType","thèse","mémoire universitaire",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-8db3kc215-8zdj28fwu710","d-8db3kc215-8zdj28fwu710","DocumentaryFormType","timbre postal","timbre-poste",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd89me2v-1xfyihxuch3po","d3nd89me2v-1xfyihxuch3po","DocumentaryFormType","titre de propriété",,,,"documentaryFormType/FRAN_RI_001-d3nd89lgo1-7iazj0zqu03g","acte de vente",,,,,,,,
"documentaryFormType/FRAN_RI_001-d-8dbwo0ds3--1mf83mud9au6f","d-8dbwo0ds3--1mf83mud9au6f","DocumentaryFormType","titre de séjour","carte de séjour",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-8ddc0zidi--16pvppnbayt5q","d-8ddc0zidi--16pvppnbayt5q","DocumentaryFormType","titre nouvel",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-8dcnnjg0m--1ia1b7rkkvxyy","d-8dcnnjg0m--1ia1b7rkkvxyy","DocumentaryFormType","tract",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd89jl74--slaqp849yovm","d3nd89jl74--slaqp849yovm","DocumentaryFormType","traité","traité diplomatique | pacte international",,,"documentaryFormType/FRAN_RI_001-d3nd89fuos-1vonceo73v7dz","accord international",,,,,,,,
"documentaryFormType/FRAN_RI_001-d-8ddxfu4j1--ls2rujag2j7a","d-8ddxfu4j1--ls2rujag2j7a","DocumentaryFormType","traité d'office",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3m00w8dl27--jxkj8k5bbsim","d3m00w8dl27--jxkj8k5bbsim","DocumentaryFormType","transport de droits","cession de droits | transfert | transport de rente",,,,,,,,,,,,
